Date,Open,High,Low,Close,Volume
10-Nov-15,1.35,1.64,1.35,1.60,2680345
9-Nov-15,1.91,1.93,1.54,1.56,3935013
6-Nov-15,1.69,1.74,1.61,1.66,2241193
5-Nov-15,1.58,1.67,1.58,1.61,1040492
4-Nov-15,1.84,1.87,1.52,1.60,2204133
3-Nov-15,1.73,1.90,1.73,1.80,2704637
2-Nov-15,1.50,2.05,1.50,1.73,6195764
30-Oct-15,1.50,1.61,1.48,1.50,1549544
29-Oct-15,1.47,1.65,1.42,1.48,1428462
28-Oct-15,1.40,1.70,1.40,1.51,2299451
27-Oct-15,1.81,1.95,1.46,1.55,4511331
26-Oct-15,2.60,2.63,2.00,2.01,3367780
23-Oct-15,2.85,2.91,2.51,2.63,1627034
22-Oct-15,3.20,3.34,2.72,2.75,1733052
21-Oct-15,3.51,3.54,3.15,3.21,1453056
20-Oct-15,3.30,3.57,3.15,3.45,1147543
19-Oct-15,4.08,4.28,3.29,3.39,3116774
16-Oct-15,3.99,4.15,3.82,4.05,1398934
15-Oct-15,3.95,4.15,3.82,4.00,1971850
14-Oct-15,4.00,4.20,3.87,3.91,1379625
13-Oct-15,3.82,4.14,3.65,3.83,1241406
12-Oct-15,4.30,4.39,4.04,4.09,1810988
9-Oct-15,4.44,4.73,4.20,4.25,2335638
8-Oct-15,4.06,4.32,3.80,4.32,2017643
7-Oct-15,4.80,4.80,3.91,4.00,3798928
6-Oct-15,3.44,4.75,3.42,4.66,5440292
5-Oct-15,3.57,3.74,3.40,3.48,1379877
2-Oct-15,3.48,3.52,3.20,3.49,1257186
1-Oct-15,3.14,3.78,3.02,3.38,3100228
30-Sep-15,3.43,3.64,3.09,3.30,1618963
29-Sep-15,2.94,3.66,2.88,3.32,2840463
28-Sep-15,3.20,3.21,2.71,2.94,1542883
25-Sep-15,4.22,4.23,2.85,3.01,3629338
24-Sep-15,3.49,4.43,3.30,3.81,7301599
23-Sep-15,3.10,3.19,2.74,2.77,1431460
22-Sep-15,3.66,3.75,2.94,3.15,1532834
21-Sep-15,3.52,3.88,3.51,3.58,1295064
18-Sep-15,3.56,3.65,3.38,3.48,1937002
17-Sep-15,3.99,4.00,3.60,3.62,1760831
16-Sep-15,3.77,4.15,3.69,3.98,2647326
15-Sep-15,4.89,5.22,3.85,3.90,5391103
14-Sep-15,3.86,5.03,3.61,4.85,3582461
11-Sep-15,3.97,4.24,3.59,3.93,2135306
10-Sep-15,4.36,4.36,3.95,4.01,1372954
9-Sep-15,4.11,4.68,4.03,4.36,3992784
8-Sep-15,5.62,5.69,3.91,3.98,7254712
4-Sep-15,5.94,6.18,5.25,5.41,4343987
3-Sep-15,7.38,7.79,6.26,6.44,3889031
2-Sep-15,6.88,7.70,5.75,7.20,6110982
1-Sep-15,8.69,9.75,6.18,6.41,10380257
31-Aug-15,7.74,10.35,7.55,9.31,9831584
28-Aug-15,6.92,8.50,6.48,8.21,9283810
27-Aug-15,5.60,7.35,5.35,7.03,11359460
26-Aug-15,4.38,5.20,4.09,5.09,5891887
25-Aug-15,4.29,4.69,4.01,4.15,4543487
24-Aug-15,2.78,4.35,2.35,3.96,5937616
21-Aug-15,3.30,4.60,3.16,3.85,13061274
20-Aug-15,2.58,4.40,2.43,3.35,19520416
19-Aug-15,2.15,2.39,1.82,2.28,5167623
18-Aug-15,1.51,1.54,1.38,1.47,377428
17-Aug-15,1.31,1.69,1.31,1.54,1602936
14-Aug-15,1.26,1.48,1.21,1.26,1407111
13-Aug-15,2.15,2.26,1.29,1.32,1983094
12-Aug-15,1.67,2.23,1.62,2.13,1988486
11-Aug-15,1.38,1.98,1.30,1.70,1224110
10-Aug-15,1.16,1.42,1.16,1.36,828178
7-Aug-15,1.30,1.40,1.15,1.23,977965
6-Aug-15,1.04,1.35,1.03,1.31,1050043
5-Aug-15,1.57,1.60,1.00,1.05,3702517
4-Aug-15,1.61,1.80,1.40,1.51,1073297
3-Aug-15,1.80,2.00,1.80,1.80,461458
31-Jul-15,1.94,2.00,1.78,1.80,456187
30-Jul-15,1.92,2.10,1.85,1.88,538078
29-Jul-15,1.80,1.86,1.73,1.73,359562
28-Jul-15,2.02,2.15,1.85,1.90,406486
27-Jul-15,20.15,21.69,20.00,20.72,43470
24-Jul-15,23.00,24.00,19.74,19.75,35179
23-Jul-15,24.90,25.00,22.00,22.53,31224
22-Jul-15,23.00,24.99,22.25,23.39,45144
21-Jul-15,22.50,24.94,22.10,24.01,71659
20-Jul-15,26.10,27.50,22.00,22.01,61522
17-Jul-15,30.00,30.50,26.26,26.50,53904
16-Jul-15,28.75,31.50,27.00,29.50,66483
15-Jul-15,32.00,32.95,30.11,30.96,23983
14-Jul-15,30.70,32.16,29.50,31.32,44695
13-Jul-15,26.76,33.00,26.17,29.84,76263
10-Jul-15,31.20,31.20,26.53,27.19,118728
9-Jul-15,34.00,34.31,31.00,31.20,39697
8-Jul-15,36.49,36.49,32.19,32.35,67384
7-Jul-15,37.85,37.90,34.15,36.05,34629
6-Jul-15,38.50,38.54,36.00,36.44,54586
2-Jul-15,33.84,40.00,33.00,35.49,106311
1-Jul-15,37.00,37.00,32.00,33.20,100402
30-Jun-15,44.00,44.60,31.96,34.00,296052
29-Jun-15,42.00,48.00,40.20,42.00,88394
26-Jun-15,42.45,42.90,37.30,40.20,259384
25-Jun-15,39.43,40.50,39.00,40.47,34321
24-Jun-15,43.00,43.81,39.00,39.00,51706
23-Jun-15,45.95,45.95,43.52,43.88,38882
22-Jun-15,48.00,49.00,43.58,45.68,61356
19-Jun-15,41.21,47.00,39.61,47.00,125984
18-Jun-15,45.00,45.00,42.30,43.41,46718
17-Jun-15,42.50,44.50,41.30,44.06,60059
16-Jun-15,39.00,44.50,38.00,40.16,51602
15-Jun-15,41.00,42.80,39.00,39.01,36680
12-Jun-15,42.00,44.00,36.01,38.61,82808
11-Jun-15,47.00,47.00,43.88,43.89,37680
10-Jun-15,50.00,50.67,44.49,47.00,78943
9-Jun-15,50.05,51.47,50.00,50.00,27999
8-Jun-15,51.84,52.00,49.24,50.00,45107
5-Jun-15,51.00,52.77,49.99,51.00,35111
4-Jun-15,54.70,54.70,50.55,50.85,31185
3-Jun-15,56.70,57.48,52.82,53.28,47399
2-Jun-15,54.80,55.00,51.34,54.38,73103
1-Jun-15,50.00,55.00,48.33,51.71,66529
29-May-15,48.40,53.50,46.00,49.00,114336
28-May-15,51.11,54.85,47.00,47.02,119666
27-May-15,58.00,59.01,50.00,50.67,80020
26-May-15,62.90,62.90,57.00,58.00,77324
22-May-15,67.15,69.89,66.00,66.22,43648
21-May-15,69.00,72.22,69.00,69.00,40870
20-May-15,72.00,74.82,69.00,70.79,64308
19-May-15,78.00,78.00,71.95,72.25,43386
18-May-15,80.00,80.90,74.10,77.01,46593
15-May-15,82.00,87.00,81.10,81.30,40349
14-May-15,86.33,88.00,81.00,82.74,42297
13-May-15,92.00,94.15,86.09,87.00,37029
12-May-15,94.10,97.60,91.34,93.57,36924
11-May-15,97.75,98.54,95.35,96.90,21175
8-May-15,97.00,99.00,94.00,95.00,23189
7-May-15,94.05,98.61,94.00,94.00,19888
6-May-15,99.90,100.00,94.70,96.36,24513
5-May-15,99.99,99.99,95.00,99.63,16673
4-May-15,92.00,100.00,91.00,99.61,20485
1-May-15,96.00,97.00,91.08,93.63,37044
30-Apr-15,100.00,101.00,96.00,97.42,31605
29-Apr-15,99.23,102.00,98.30,101.00,24115
28-Apr-15,95.00,102.00,95.00,98.72,16054
27-Apr-15,103.00,106.00,99.11,100.00,23946
24-Apr-15,101.00,106.00,99.40,103.00,38509
23-Apr-15,99.00,101.00,98.00,99.42,28850
22-Apr-15,95.00,102.00,95.00,102.00,25157
21-Apr-15,104.00,104.00,95.00,100.00,61269
20-Apr-15,108.00,110.00,101.00,106.00,40759
17-Apr-15,106.00,109.00,104.00,104.00,23557
16-Apr-15,112.00,112.00,104.00,106.00,26087
15-Apr-15,101.00,112.00,101.00,108.00,28720
14-Apr-15,104.00,105.00,100.00,103.00,17698
13-Apr-15,105.00,108.00,102.00,104.00,16509
10-Apr-15,108.00,108.00,103.00,107.00,13562
9-Apr-15,105.00,108.00,103.00,105.00,24356
8-Apr-15,111.00,112.00,101.00,104.00,27689
7-Apr-15,105.00,115.00,101.00,111.00,48532
6-Apr-15,98.00,105.00,96.11,104.00,40049
2-Apr-15,97.00,99.59,95.00,95.17,19460
1-Apr-15,101.00,102.00,94.50,99.00,30652
31-Mar-15,100.00,102.00,95.20,99.99,32652
30-Mar-15,104.00,104.00,94.68,97.96,32071
27-Mar-15,100.00,105.00,92.00,104.00,52915
26-Mar-15,106.00,108.00,96.00,99.49,41479
25-Mar-15,103.00,108.00,101.00,104.00,33474
24-Mar-15,99.00,103.00,97.00,103.00,30986
23-Mar-15,93.00,100.00,93.00,97.12,32645
20-Mar-15,95.25,97.00,88.12,90.48,136787
19-Mar-15,97.00,99.61,87.18,94.72,35258
18-Mar-15,81.05,98.00,81.01,96.00,41678
17-Mar-15,83.00,83.90,80.00,81.68,48768
16-Mar-15,89.01,89.01,79.77,83.94,46409
13-Mar-15,95.00,96.56,85.02,87.90,46071
12-Mar-15,101.00,105.00,93.94,95.00,29212
11-Mar-15,98.00,101.00,94.00,99.00,27291
10-Mar-15,107.00,107.50,98.12,99.00,45978
9-Mar-15,113.00,114.00,107.00,107.00,27238
6-Mar-15,110.00,113.00,107.00,110.00,39290
5-Mar-15,115.00,115.00,110.00,112.00,33128
4-Mar-15,120.00,120.00,112.00,115.00,31985
3-Mar-15,126.00,129.00,114.00,121.00,62778
2-Mar-15,133.00,133.00,121.00,129.00,50858
27-Feb-15,130.00,134.00,126.00,131.00,39013
26-Feb-15,133.00,137.00,130.00,134.00,36589
25-Feb-15,139.00,143.00,133.00,139.00,48091
24-Feb-15,130.00,137.00,129.00,137.00,32893
23-Feb-15,130.00,131.00,122.00,131.00,37608
20-Feb-15,134.00,139.00,131.00,137.00,37748
19-Feb-15,130.00,138.00,123.00,134.00,41773
18-Feb-15,124.00,135.00,124.00,131.00,50556
17-Feb-15,120.00,128.00,113.00,123.00,43902
13-Feb-15,120.00,127.00,117.00,119.00,55225
12-Feb-15,122.00,124.00,116.00,117.00,44119
11-Feb-15,116.00,118.00,112.00,116.00,22927
10-Feb-15,115.00,118.50,108.00,118.00,46023
9-Feb-15,108.00,123.00,107.50,114.00,57368
6-Feb-15,114.00,116.00,105.00,108.00,47392
5-Feb-15,118.00,122.00,114.00,114.00,33593
4-Feb-15,110.00,121.00,106.00,117.00,59524
3-Feb-15,102.00,115.00,101.00,110.00,95685
2-Feb-15,94.00,96.00,88.50,94.56,66140
30-Jan-15,90.00,93.79,86.18,92.73,63796
29-Jan-15,99.00,99.00,89.55,89.99,47518
28-Jan-15,103.00,104.00,94.00,97.48,55786
27-Jan-15,101.00,108.00,97.00,100.00,53216
26-Jan-15,107.00,108.00,101.00,104.00,53565
23-Jan-15,118.00,118.00,105.00,107.00,62429
22-Jan-15,118.00,121.00,111.50,117.00,45915
21-Jan-15,115.00,122.00,111.00,118.00,43173
20-Jan-15,123.00,123.00,108.00,114.00,74678
16-Jan-15,122.00,126.00,117.00,123.00,56532
15-Jan-15,128.00,131.00,120.00,121.00,42765
14-Jan-15,131.00,135.00,115.00,124.00,81842
13-Jan-15,147.00,149.00,130.00,135.00,63821
12-Jan-15,147.00,150.00,145.00,146.00,34562
9-Jan-15,149.00,154.00,147.00,150.00,28387
8-Jan-15,152.00,154.00,142.00,150.00,41626
7-Jan-15,153.00,164.00,147.00,152.00,75091
6-Jan-15,161.00,164.00,142.00,149.00,82837
5-Jan-15,168.00,170.00,156.00,162.00,88500
2-Jan-15,177.00,179.00,165.50,168.00,36493
31-Dec-14,173.00,178.00,167.00,178.00,101056
30-Dec-14,182.00,190.00,173.00,174.00,62005
29-Dec-14,182.00,190.00,182.00,187.00,40877
26-Dec-14,180.00,188.00,178.00,183.00,26778
24-Dec-14,175.00,185.00,173.00,178.00,24591
23-Dec-14,180.00,187.00,175.50,177.00,30774
22-Dec-14,190.00,193.00,178.00,183.00,42439
19-Dec-14,179.00,194.00,175.61,193.00,92302
18-Dec-14,189.00,195.00,175.00,176.00,56426
17-Dec-14,170.00,184.00,168.00,182.00,54761
16-Dec-14,162.00,174.00,161.00,170.00,64536
15-Dec-14,163.00,172.00,161.00,162.00,39356
12-Dec-14,170.00,178.00,160.00,161.00,58100
11-Dec-14,186.00,186.00,171.00,174.00,48061
10-Dec-14,190.00,195.00,180.00,182.00,55552
9-Dec-14,174.00,192.00,170.00,192.00,63987
8-Dec-14,191.00,191.00,171.00,172.00,55514
5-Dec-14,178.00,196.00,178.00,193.00,50469
4-Dec-14,203.00,204.00,178.00,179.00,116311
3-Dec-14,201.00,213.00,201.00,203.00,96067
2-Dec-14,203.00,214.00,193.00,202.00,89230
1-Dec-14,224.00,224.50,203.00,204.00,76138
28-Nov-14,229.00,233.00,217.00,222.00,32731
26-Nov-14,232.00,243.00,226.00,241.00,51692
25-Nov-14,255.00,256.00,229.00,232.00,111964
24-Nov-14,273.00,278.00,253.00,254.00,61296
21-Nov-14,264.00,271.00,257.00,271.00,114759
20-Nov-14,225.00,256.00,225.00,253.00,69745
19-Nov-14,248.00,250.19,226.00,230.00,85163
18-Nov-14,262.00,269.00,250.00,251.00,42556
17-Nov-14,250.00,268.00,249.00,265.00,67989
14-Nov-14,230.00,261.00,225.00,256.00,80540
13-Nov-14,241.00,248.00,232.00,233.00,57185
